,id,name,address,zip_code,latitude,longitude,rating,review_count,cuisine
145,zj8Lq1T8KIC5zwFief15jg,Prince Street Pizza,"27 Prince St, New York, NY 10012",10012,40.72308755605564,-73.99453001177575,4.5,4777,italian
146,1AL6P_EC6Z3UPxqhfGFb3Q,Pasta by Hudson,"180 7th Ave, New York, NY 10011",10011,40.7427486,-73.9969892,4.5,102,italian
147,5CuYWr0-cE01HxlBu5Ka6g,Carne Mare,"89 South St, Pier 17, New York, NY 10038",10038,40.70568649199326,-74.00218961453646,4.5,172,italian
148,V-FCEicobl5Su-R7EVJQNA,La Lanterna Di Vittorio,"129 MacDougal St, New York, NY 10012",10012,40.73069,-74.00015,4.0,1633,italian
149,5EQOEAkH2Qh3Rv1TcnE7yA,Fiaschetteria Pistoia,"114 Christopher St, New York, NY 10014",10014,40.73316,-74.00537,4.0,115,italian
150,QQpQujXQGbZBK6BeAokzDA,Pomp & Circumstance Dining,"577 Lorimer St, Williamsburg, NY 11211",11211,40.714166,-73.949612,5.0,140,italian
151,LfRiA6RORToZUSJUHkZBVA,Frankies 457 Spuntino,"457 Court St, Brooklyn, NY 11231",11231,40.677328,-73.997972,4.0,884,italian
152,2-GsvFaQpVpbaIdwb9lSeQ,Andiamo Pizza,"818 6th Ave, New York, NY 10001",10001,40.74613,-73.99015,4.5,57,italian
153,Uo7z3QSxLCxj8U44wtj2bA,Felice On Hudson,"615 Hudson St, New York, NY 10014",10014,40.73784,-74.00582,4.5,16,italian
154,P2CTp4xyaNCe2AXSiLeOSQ,The Odeon,"145 W Broadway, New York, NY 10013",10013,40.71692,-74.00792,4.0,744,italian
155,rgk5Yg9_dESPrmrFWTIH0A,Biamo,"178 W Houston St, New York, NY 10014",10014,40.72877,-74.00318,4.0,4,italian
156,zjglOaCY8xQu3s2eKnLFzw,Mozzarella & Vino,"33 W 54th St, New York, NY 10019",10019,40.76204,-73.97718,4.0,265,italian
157,SCQ9B9jxqNHvJKQ-RagxaA,SPES,"413 E 12th St, New York, NY 10009",10009,40.72979,-73.98274,4.5,29,italian
158,zg9Jrtx9rqTXeaqufSOxHQ,Masseria dei Vini,"887 9th Ave, New York, NY 10019",10019,40.7684,-73.98558,4.0,518,italian
159,dvkQIG20RjgNi-SwRr_1CQ,MAMO Restaurant,"323 W Broadway, New York, NY 10013",10013,40.72186,-74.00382,4.0,338,italian
160,XQKUqU1vPvgnapxmmBI55Q,Maestro Pasta,"102 MacDougal St, New York, NY 10012",10012,40.72934,-74.00093,4.5,42,italian
161,pP92FmGKpH5nQfaPXMfQAg,Mollusca,"1 Little W 12th St, New York, NY 10014",10014,40.7396062,-74.005997,4.0,79,italian
162,Kh0-HmlgmVUkRxR55_Vn1g,Patsy's Pizzeria,"2287 1st Ave, New York, NY 10035",10035,40.797157,-73.93488,4.0,928,italian
163,hFeGYPt9M5dd_KXG9a_ePQ,Patsy’s Pizzeria,"206 E 60th St, New York, NY 10022",10022,40.76177,-73.96575,3.5,458,italian
164,d15lwNLOlLSeaAYqPadntw,Sam's Place,"132 E 39th St, New York, NY 10016",10016,40.749270880468,-73.977082744053,4.0,292,italian
165,X9f5HH4x3Mi7lo4ph9efvQ,Terre,"341 5th Ave, Brooklyn, NY 11215",11215,40.671949831792,-73.9837719490146,4.5,157,italian
166,nSk_zCJESMKGLHyJTPPlZA,Bottino,"246 10th Ave, New York, NY 10001",10001,40.74848569625031,-74.00331301292165,4.0,387,italian
167,MeUq9lombxM9alxs64tejQ,Pepolino Restaurant,"281 W Broadway, New York, NY 10013",10013,40.720756,-74.004885,4.0,617,italian
168,YE4pvo8ectzEaRYGqUgFcA,Felice 64,"1166 1st Ave, New York, NY 10065",10065,40.76256,-73.9596,4.0,391,italian
169,CfYxlqO3W3PCE7hVhYJNyA,Il Gradino,"808 Lexington Ave, New York, NY 10065",10065,40.76436,-73.96681,4.0,19,italian
170,n_NIY1KTi-R5DPkduEUKIw,Ovest Pizzoteca by Luzzo's,"513 W 27th St, New York, NY 10001",10001,40.7507476806641,-74.0030212402344,4.0,593,italian
171,dIyKvfhjtm3NuKrMVVt0TA,Lucciola Italian Restaurant,"621 Amsterdam Ave, New York, NY 10024",10024,40.790362,-73.972629,4.5,78,italian
172,cl97uG2_QtiMBah-_s9w7g,Il Divo,"1347 2nd Ave At E 71st St, New York, NY 10021",10021,40.76816,-73.959204,4.5,100,italian
173,TsYrzVVtkKO4Asrk_L9stw,Parm - New York,"235 Columbus Ave, New York, NY 10023",10023,40.7764333,-73.9794019,3.5,712,italian
174,XHhRAKq6DArQXYhkgvwaow,Spaghetti Incident,"231 Eldridge St, New York, NY 10002",10002,40.7223153441439,-73.9899454318763,4.0,646,italian
175,hzPBADaUBQEL30MGrvKsww,Il Tinello Ristorante Italiano,"16 W 56th St, New York, NY 10019",10019,40.76256,-73.97566,4.5,319,italian
